2072.760422 19.140344 0.014879
2073.742585 19.168606 0.014822
2074.743239 19.169000 0.013913
2075.752977 19.185767 0.017044
2076.786982 19.213429 0.021964
2077.751250 19.168676 0.014311
2078.735686 19.164500 0.015285
2079.716262 19.159863 0.017473
2080.698882 19.143077 0.015018
2081.731100 19.173826 0.016540
2082.772310 19.144913 0.016842
2085.737291 19.224583 0.022558
2086.711108 19.146719 0.014310
2087.725080 19.155333 0.013584
2088.699649 19.119548 0.014910
2089.633733 19.229714 0.037888
2090.737030 19.194429 0.022337
2091.728941 19.153931 0.014341
2092.731935 19.184200 0.022070
2101.659007 19.132125 0.017118
2102.592258 19.168000 0.020374
2103.635219 19.165069 0.013276
2105.657597 19.156969 0.013515
2106.673166 19.182111 0.019004
2111.631577 19.204885 0.020763
2112.634116 19.143800 0.014577
2113.634745 19.191880 0.019852
2114.738256 19.186182 0.030258
2115.638500 19.176889 0.023135
2116.652765 19.139131 0.017211
2117.627457 19.146214 0.014408
2118.640115 19.144267 0.020182
2125.636820 19.115999 0.117652
2128.567050 19.233999 0.074297
2131.563770 19.326000 0.081039
2134.666750 19.254999 0.104161
2138.544190 19.190001 0.091636
2143.517670 19.334999 0.133070
2155.644200 19.204000 0.149454
2156.483280 19.193001 0.094526
2158.513125 19.150000 0.051525
2162.501120 19.281000 0.104161
2168.535900 19.201000 0.113797
2173.493870 19.261999 0.136925
2180.492020 19.117001 0.163911
2184.497120 19.309000 0.154273
2194.551760 19.353001 0.115724
2321.870190 19.153000 0.103198
2324.872300 19.042999 0.077186
2341.828790 19.122999 0.095490
2350.841900 19.247000 0.073334
2358.881350 19.198999 0.088746
2370.809600 19.281000 0.103198
2381.804990 19.283001 0.090672
2384.787490 19.139999 0.079113
2388.847310 19.033001 0.067556
2391.689850 19.339001 0.158128
2400.687700 19.136000 0.093563
2402.802670 19.162001 0.080076
2404.839580 19.212999 0.081039
2410.711280 18.906000 0.057928
2414.778264 19.178083 0.017382
2415.720580 19.370001 0.122470
2416.742750 19.066000 0.073334
2417.765169 19.173516 0.018965
2424.760680 19.127001 0.152346
2426.661842 19.128589 0.021778
2431.806280 19.141001 0.079113
2433.733440 19.135000 0.080076
2434.806490 19.127001 0.069482
2436.579240 19.110001 0.085856
2438.611410 19.105000 0.079113
2440.592640 19.065001 0.070445
2442.610730 19.086000 0.077186
2444.703360 19.337000 0.108979
2446.637900 19.108000 0.082002
2448.678112 19.120000 0.044279
2453.733710 19.240000 0.117652
2454.660505 19.142731 0.016450
2458.730950 19.201000 0.091636
2462.719750 19.132999 0.062742
2463.816820 19.129999 0.073334
2465.653174 19.159256 0.014063
2466.746800 19.316999 0.119579
2468.461890 19.034000 0.152346
2470.643863 19.177973 0.015137
2472.461675 19.163500 0.113144
2474.618816 19.132571 0.024497
2482.619150 19.163000 0.105125
2485.629150 19.233999 0.108015
2489.700010 19.186001 0.078150
2492.644690 19.131001 0.074297
2494.699030 19.179001 0.084892
2497.501570 19.093000 0.079113
2499.537380 19.165001 0.074297
2501.565130 19.207001 0.075260
2503.488590 19.070999 0.240057
2511.545300 19.187000 0.110906
2521.513740 19.117001 0.075260
2526.543890 19.083000 0.073334
2537.475050 19.069000 0.148490
2540.491660 19.361000 0.140780
2546.502260 19.306000 0.129216
2550.480400 19.087999 0.148490
2554.555390 19.177999 0.096453
2558.491920 19.077000 0.114761
