2452125.53977 17.065 0.023 5.55 1395.0
2452129.62312 17.032 0.012 3.64 766.0
2452132.56739 17.059 0.015 4.61 755.0
2452135.70504 17.034 0.012 4.02 841.0
2452140.66302 17.067 0.016 5.36 702.0
2452144.54739 17.065 0.015 4.71 854.0
2452160.53646 17.051 0.018 5.69 812.0
2452168.60389 17.025 0.016 5.29 750.0
2452187.51327 17.040 0.017 5.50 928.0
2452206.50895 17.063 0.024 6.46 1339.0
2452331.84956 17.067 0.015 3.88 1134.0
2452346.89588 17.032 0.013 3.84 741.0
2452358.81957 17.039 0.014 3.98 746.0
2452365.91969 17.069 0.017 4.06 1525.0
2452382.90586 17.048 0.015 4.20 816.0
2452386.84916 17.054 0.017 4.99 793.0
2452390.79230 17.046 0.015 4.41 992.0
2452397.75433 17.020 0.013 3.67 834.0
2452401.77911 17.052 0.013 3.96 734.0
2452403.83515 17.058 0.012 3.75 746.0
2452405.80360 17.014 0.014 5.01 692.0
2452414.78053 17.039 0.013 4.14 700.0
2452416.75488 17.043 0.015 4.48 756.0
2452424.84660 17.052 0.020 5.78 989.0
2452428.74891 17.003 0.012 4.32 757.0
2452432.79208 17.134 0.023 6.58 795.0
2452434.65988 17.035 0.013 4.01 689.0
2452436.70550 17.043 0.013 3.61 713.0
2452438.68382 17.053 0.014 4.49 620.0
2452440.78805 17.027 0.014 4.70 690.0
2452443.69061 17.063 0.014 4.38 653.0
2452445.57171 17.028 0.015 4.56 875.0
2452448.54505 17.011 0.024 4.52 4111.0
2452453.80721 17.049 0.015 4.66 917.0
2452459.49855 17.110 0.018 6.27 714.0
2452463.47967 17.089 0.020 5.78 1013.0
2452464.70977 17.050 0.012 3.63 598.0
2452467.61274 17.097 0.019 5.95 637.0
2452469.62714 17.037 0.011 3.57 512.0
2452471.63895 17.047 0.012 3.66 615.0
2452473.60003 17.057 0.015 5.03 676.0
2452483.66888 17.083 0.017 4.71 749.0
2452486.65225 17.074 0.020 6.40 607.0
2452490.61884 17.033 0.018 6.32 626.0
2452493.57862 17.057 0.014 4.22 714.0
2452495.65268 17.047 0.012 3.76 694.0
2452497.70856 17.005 0.013 4.46 866.0
2452499.75545 17.056 0.014 4.57 907.0
2452502.49907 17.031 0.014 4.29 896.0
2452508.59395 17.035 0.014 4.15 923.0
2452512.55029 17.047 0.016 4.62 944.0
