2072.60108 13.547 0.003 11 40 A
2072.61102 13.545 0.003 11 40 A
2072.62234 13.550 0.003 11 40 A
2072.63095 13.549 0.003 11 40 A
2072.63958 13.549 0.003 11 40 A
2072.65503 13.547 0.003 11 40 A
2072.66365 13.548 0.003 11 40 A
2072.67231 13.546 0.003 11 40 A
2072.68095 13.548 0.003 11 40 A
2072.68960 13.553 0.003 11 40 A
2072.69825 13.557 0.003 11 40 A
2072.72835 13.553 0.003 11 40 A
2072.73697 13.554 0.003 11 40 A
2072.74556 13.554 0.003 11 40 A
2072.75421 13.554 0.003 11 40 A
2072.76281 13.553 0.003 11 40 A
2072.77143 13.553 0.003 11 40 A
2072.78046 13.549 0.003 11 40 A
2072.78907 13.549 0.003 11 40 A
2072.79767 13.552 0.003 11 40 A
2072.80629 13.549 0.003 11 40 A
2072.81493 13.549 0.003 11 40 A
2072.82353 13.553 0.003 11 40 A
2072.83306 13.544 0.003 11 40 A
2072.84195 13.550 0.003 11 40 A
2072.85106 13.547 0.003 11 40 A
2072.86194 13.546 0.003 11 40 A
2072.87052 13.546 0.003 11 40 A
2072.87913 13.547 0.003 11 40 A
2072.89329 13.549 0.003 11 40 A
2072.90189 13.551 0.003 11 40 A
2072.91045 13.549 0.003 11 40 A
2073.58234 13.556 0.003 11 40 A
2073.59771 13.558 0.003 11 40 A
2073.60632 13.552 0.003 11 40 A
2073.61491 13.556 0.003 11 40 A
2073.62354 13.553 0.003 11 40 A
2073.63217 13.552 0.003 11 40 A
2073.64077 13.557 0.003 11 40 A
2073.64955 13.554 0.003 11 40 A
2073.65819 13.551 0.003 11 40 A
2073.66871 13.554 0.003 11 40 A
2073.67766 13.560 0.003 11 40 A
2073.68629 13.552 0.003 11 40 A
2073.69492 13.555 0.003 11 40 A
2073.70352 13.554 0.003 11 40 A
2073.71219 13.554 0.003 11 40 A
2073.72082 13.550 0.003 11 40 A
2073.73028 13.553 0.003 11 40 A
2073.73886 13.549 0.003 11 40 A
2073.74743 13.551 0.003 11 40 A
2073.75603 13.555 0.003 11 40 A
2073.76461 13.549 0.003 11 40 A
2073.77321 13.552 0.003 11 40 A
2073.78648 13.553 0.003 11 40 A
2073.80914 13.560 0.003 11 40 A
2073.82494 13.560 0.003 11 40 A
2073.83397 13.560 0.003 11 40 A
2073.84915 13.556 0.003 11 40 A
2073.85774 13.556 0.003 11 40 A
2073.86633 13.556 0.003 11 40 A
2073.87493 13.556 0.003 11 40 A
2073.88353 13.557 0.003 11 40 A
2073.89703 13.560 0.003 11 40 A
2073.90560 13.558 0.003 11 40 A
2074.57630 13.561 0.003 11 40 A
2074.58493 13.559 0.003 11 40 A
2074.59355 13.563 0.003 11 40 A
2074.60217 13.562 0.003 11 40 A
2074.61079 13.559 0.003 11 40 A
2074.61943 13.559 0.003 11 40 A
2074.63716 13.571 0.003 11 40 A
2074.64576 13.567 0.003 11 40 A
2074.65436 13.565 0.003 11 40 A
2074.66303 13.563 0.003 11 40 A
2074.67166 13.558 0.003 11 40 A
2074.68051 13.563 0.003 11 40 A
2074.70288 13.560 0.003 11 40 A
2074.71152 13.559 0.003 11 40 A
2074.72012 13.559 0.003 11 40 A
2074.73135 13.555 0.003 11 40 A
2074.73992 13.558 0.003 11 40 A
2074.76370 13.557 0.003 11 40 A
2074.77232 13.563 0.003 11 40 A
2074.78091 13.566 0.003 11 40 A
2074.78951 13.565 0.003 11 40 A
2074.79938 13.566 0.003 11 40 A
2074.80798 13.564 0.003 11 40 A
2074.81682 13.563 0.003 11 40 A
2074.82543 13.561 0.003 11 40 A
2074.83403 13.558 0.003 11 40 A
2074.84266 13.557 0.003 11 40 A
2074.85130 13.559 0.003 11 40 A
2074.85987 13.556 0.003 11 40 A
2074.86892 13.557 0.003 11 40 A
2074.87746 13.563 0.003 11 40 A
2074.88606 13.561 0.003 11 40 A
2074.89472 13.559 0.003 11 40 A
2074.90334 13.557 0.003 11 40 A
2075.61108 13.565 0.003 11 40 A
2075.61969 13.565 0.003 11 40 A
2075.62828 13.570 0.003 11 40 A
2075.63690 13.565 0.003 11 40 A
2075.64553 13.571 0.003 11 40 A
2075.66516 13.565 0.003 11 40 A
2075.67375 13.568 0.003 11 40 A
2075.68236 13.563 0.003 11 40 A
2075.69099 13.572 0.003 11 40 A
2075.69963 13.568 0.003 11 40 A
2075.70822 13.567 0.003 11 40 A
2075.71725 13.572 0.003 11 40 A
2075.72650 13.572 0.003 11 40 A
2075.73510 13.573 0.003 11 40 A
2075.74367 13.574 0.003 11 40 A
2075.77047 13.572 0.003 11 40 A
2075.77907 13.565 0.003 11 40 A
2075.78765 13.567 0.003 11 40 A
2075.79652 13.568 0.003 11 40 A
2075.80514 13.570 0.003 11 40 A
2075.81375 13.570 0.003 11 40 A
2075.82236 13.566 0.003 11 40 A
2075.83093 13.568 0.003 11 40 A
2075.84358 13.570 0.003 11 40 A
2075.85218 13.575 0.003 11 40 A
2075.86080 13.567 0.003 11 40 A
2075.86939 13.569 0.003 11 40 A
2075.87794 13.568 0.003 11 40 A
2075.88654 13.564 0.003 11 40 A
2075.89544 13.571 0.003 11 40 A
2076.68960 13.573 0.003 11 40 A
2076.69822 13.573 0.003 11 40 A
2076.70684 13.570 0.003 11 40 A
2076.72033 13.572 0.003 11 40 A
2076.73029 13.577 0.003 11 40 A
2076.73910 13.574 0.003 11 40 A
2076.74787 13.579 0.003 11 40 A
2076.75661 13.571 0.003 11 40 A
2076.76539 13.576 0.003 11 40 A
2076.77417 13.571 0.003 11 40 A
2076.79006 13.569 0.003 11 40 A
2076.80142 13.567 0.003 11 40 A
2076.81414 13.577 0.003 11 40 A
2076.82663 13.566 0.003 11 40 A
2076.83536 13.565 0.003 11 40 A
2076.84411 13.569 0.003 11 40 A
2076.85283 13.571 0.003 11 40 A
2076.86160 13.567 0.003 11 40 A
2076.87031 13.570 0.003 11 40 A
2076.87962 13.567 0.003 11 40 A
2076.88836 13.566 0.003 11 40 A
2077.58633 13.573 0.003 11 40 A
2077.60692 13.569 0.003 11 40 A
2077.61760 13.571 0.003 11 40 A
2077.62853 13.575 0.003 11 40 A
2077.63729 13.573 0.003 11 40 A
2077.65017 13.569 0.003 11 40 A
2077.65894 13.574 0.003 11 40 A
2077.66767 13.578 0.003 11 40 A
2077.67639 13.575 0.003 11 40 A
2077.68859 13.576 0.003 11 40 A
2077.69738 13.571 0.003 11 40 A
2077.70615 13.572 0.003 11 40 A
2077.71491 13.574 0.003 11 40 A
2077.72365 13.570 0.003 11 40 A
2077.73240 13.572 0.003 11 40 A
2077.74219 13.578 0.003 11 40 A
2077.75096 13.574 0.003 11 40 A
2077.75976 13.576 0.003 11 40 A
2077.76851 13.574 0.003 11 40 A
2077.77725 13.579 0.003 11 40 A
2077.78938 13.571 0.003 11 40 A
2077.79809 13.566 0.003 11 40 A
2077.80684 13.574 0.003 11 40 A
2077.81563 13.567 0.003 11 40 A
2077.82438 13.573 0.003 11 40 A
2077.83314 13.574 0.003 11 40 A
2077.84225 13.565 0.003 11 40 A
2077.85098 13.571 0.003 11 40 A
2077.85974 13.571 0.003 11 40 A
2077.86848 13.570 0.003 11 40 A
2077.87716 13.575 0.003 11 40 A
2077.88592 13.578 0.003 11 40 A
2077.89489 13.577 0.003 11 40 A
2077.90367 13.581 0.003 11 40 A
2078.59219 13.573 0.003 11 40 A
2078.60094 13.578 0.003 11 40 A
2078.60971 13.578 0.003 11 40 A
2078.61844 13.576 0.003 11 40 A
2078.62721 13.570 0.003 11 40 A
2078.63599 13.573 0.003 11 40 A
2078.65637 13.575 0.003 11 40 A
2078.66510 13.573 0.003 11 40 A
2078.67388 13.570 0.003 11 40 A
2078.68263 13.575 0.003 11 40 A
2078.69140 13.577 0.003 11 40 A
2078.70013 13.575 0.003 11 40 A
2078.70979 13.574 0.003 11 40 A
2078.71872 13.573 0.003 11 40 A
2078.72744 13.569 0.003 11 40 A
2078.73619 13.570 0.003 11 40 A
2078.74492 13.571 0.003 11 40 A
2078.75368 13.569 0.003 11 40 A
2078.76672 13.577 0.003 11 40 A
2078.78557 13.570 0.003 11 40 A
2078.79435 13.572 0.003 11 40 A
2078.80310 13.569 0.003 11 40 A
2078.81185 13.573 0.003 11 40 A
