2452125.57357 18.318 0.059 5.67 1341.0
2452129.65448 18.254 0.028 3.54 667.0
2452132.59697 18.267 0.036 4.75 670.0
2452135.73455 18.379 0.038 4.15 880.0
2452140.69697 18.226 0.040 5.65 699.0
2452144.58508 18.282 0.038 4.55 772.0
2452160.56598 18.254 0.043 5.45 765.0
2452168.63373 18.222 0.042 5.70 742.0
2452187.54287 18.237 0.045 5.82 906.0
2452206.53804 18.163 0.067 7.31 1406.0
2452331.87897 18.271 0.040 4.60 977.0
2452355.85336 18.242 0.030 3.77 703.0
2452364.91082 18.252 0.040 5.28 805.0
2452372.81151 18.266 0.030 3.88 705.0
2452403.86618 18.199 0.029 4.57 611.0
2452414.74643 18.270 0.031 4.09 625.0
2452416.78486 18.302 0.035 4.27 760.0
2452424.87923 18.229 0.049 5.58 1070.0
2452428.77970 18.179 0.035 5.32 590.0
2452432.82419 18.252 0.043 5.40 803.0
2452434.69007 18.235 0.031 4.39 620.0
2452436.73841 18.306 0.036 4.76 680.0
2452438.71593 18.266 0.034 4.89 605.0
2452440.74910 18.317 0.031 3.74 640.0
2452443.71858 18.303 0.040 5.06 645.0
2452445.59955 18.281 0.031 3.76 731.0
2452448.59235 18.233 0.062 4.28 2545.0
2452453.83949 18.295 0.042 4.80 982.0
2452456.55101 18.232 0.037 5.85 617.0
2452458.68793 18.314 0.031 4.17 495.0
2452460.76028 18.290 0.042 5.66 716.0
2452463.50950 18.282 0.039 4.73 933.0
2452466.71909 18.335 0.041 5.72 600.0
2452468.58845 18.246 0.027 3.72 557.0
2452470.59171 18.354 0.037 4.66 637.0
2452472.62770 18.396 0.047 4.51 1102.0
2452481.49042 18.369 0.063 6.64 927.0
2452484.58968 18.300 0.045 6.06 630.0
2452486.68244 18.247 0.047 7.09 589.0
2452490.64896 18.290 0.043 6.22 605.0
2452493.61112 18.380 0.040 4.47 737.0
2452495.68249 18.350 0.034 3.96 736.0
2452497.76648 18.367 0.045 4.29 1231.0
2452498.47585 18.287 0.030 3.41 760.0
2452500.50062 18.249 0.040 4.87 837.0
2452502.53342 18.185 0.030 4.04 752.0
2452508.63272 18.214 0.035 4.24 954.0
2452512.58017 18.262 0.040 4.75 866.0
2452517.62203 18.224 0.030 4.06 706.0
2452518.50688 18.245 0.041 5.46 713.0
2452518.60952 18.390 0.038 4.83 598.0
2452518.67999 18.220 0.035 5.13 665.0
2452520.54886 18.312 0.035 3.94 805.0
2452526.63785 18.262 0.032 4.46 605.0
2452537.61750 18.246 0.058 6.92 1018.0
2452542.48486 18.211 0.048 3.88 2015.0
2452547.55228 18.330 0.046 4.64 1085.0
2452551.58975 18.209 0.048 6.47 784.0
2452556.54320 18.157 0.035 4.29 868.0
2452564.50037 18.373 0.055 5.20 1223.0
2452575.49880 18.383 0.054 4.86 1304.0
2452706.88547 18.201 0.032 4.54 697.0
2452714.86971 18.271 0.028 3.53 612.0
2452728.90091 18.295 0.038 4.79 686.0
2452733.88204 18.233 0.038 4.61 785.0
2452744.86964 18.273 0.030 3.38 770.0
2452753.85529 18.278 0.034 4.32 805.0
2452756.92484 18.323 0.035 3.99 815.0
2452760.86786 18.233 0.036 4.49 969.0
2452766.92100 18.255 0.037 4.44 825.0
2452770.79179 18.219 0.035 4.36 842.0
2452783.73639 18.290 0.029 3.56 664.0
2452785.84837 18.345 0.048 5.34 1052.0
2452786.90174 18.217 0.047 5.16 1158.0
2452789.71198 18.248 0.029 3.70 692.0
2452791.69316 18.290 0.032 4.24 560.0
2452794.89726 18.206 0.035 4.20 892.0
2452796.77895 18.289 0.029 3.67 586.0
2452797.94162 18.327 0.044 5.16 1041.0
2452809.68511 18.238 0.030 3.84 769.0
2452810.85197 18.328 0.037 3.70 1062.0
2452811.88376 18.318 0.045 4.90 1010.0
2452813.68052 18.316 0.039 5.39 553.0
2452814.70276 18.303 0.032 3.95 618.0
2452816.56582 18.260 0.032 3.95 653.0
2452818.55332 18.243 0.042 5.65 716.0
2452820.71844 18.280 0.035 4.28 700.0
2452826.71890 18.232 0.032 4.43 617.0
2452834.75537 18.174 0.066 4.36 2853.0
2452836.69982 18.314 0.051 3.25 2793.0
2452837.59711 18.310 0.055 4.86 1471.0
2452839.64535 18.212 0.041 5.27 776.0
2452841.65871 18.242 0.036 4.18 841.0
2452843.59364 18.195 0.039 5.37 841.0
2452849.79895 18.267 0.056 6.55 1014.0
2452852.49586 18.125 0.044 5.91 879.0
2452854.49348 18.247 0.047 5.75 918.0
2452856.68315 18.176 0.038 4.59 962.0
2452858.64852 18.303 0.037 4.05 982.0
2452862.57507 18.263 0.041 4.15 1002.0
2452865.68442 18.227 0.035 3.56 1158.0
2452868.56420 18.291 0.033 4.53 649.0
2452871.67141 18.228 0.029 3.46 760.0
2452876.55499 18.259 0.032 4.23 641.0
2452879.59915 18.278 0.037 4.93 648.0
2452885.49405 18.247 0.046 5.73 874.0
2452894.60186 18.214 0.042 5.21 895.0
2452898.58674 18.228 0.039 4.31 885.0
2452904.55951 18.238 0.041 5.15 786.0
2452909.55404 18.229 0.039 4.65 853.0
2452917.59397 18.223 0.044 5.05 1162.0
2452930.53660 18.236 0.038 3.86 1010.0
2453051.87172 18.174 0.069 5.05 2935.0
2453058.86504 18.235 0.031 3.85 789.0
2453067.86351 18.341 0.034 3.81 713.0
2453070.82344 18.334 0.057 6.00 1101.0
2453072.90228 18.227 0.029 3.23 842.0
2453075.79916 18.373 0.047 4.94 1038.0
2453079.85563 18.164 0.038 3.16 1895.0
2453082.81848 18.263 0.030 3.70 647.0
2453084.87409 18.218 0.028 3.97 630.0
2453086.80811 18.310 0.029 3.44 633.0
2453088.76512 18.215 0.027 3.76 603.0
2453089.87507 18.275 0.029 3.76 651.0
2453091.79226 18.214 0.030 4.36 590.0
2453091.80968 18.186 0.027 3.60 596.0
2453091.83158 18.292 0.033 4.44 630.0
2453091.85341 18.289 0.033 4.47 641.0
2453091.87147 18.309 0.029 3.60 639.0
2453091.89816 18.226 0.029 3.79 679.0
2453091.91365 18.261 0.033 3.93 772.0
2453092.75601 18.321 0.044 6.40 566.0
2453092.77190 18.140 0.036 6.22 549.0
2453092.79549 18.214 0.044 7.16 543.0
2453092.83286 18.226 0.043 6.81 548.0
2453092.90821 18.373 0.051 6.75 582.0
2453093.88409 18.284 0.037 5.45 588.0
2453093.91291 18.345 0.052 6.30 700.0
2453096.74554 18.193 0.039 5.49 766.0
2453096.80614 18.260 0.037 5.03 694.0
2453096.82974 18.156 0.036 5.43 739.0
2453096.87708 18.164 0.033 5.10 689.0
2453096.90942 18.262 0.036 5.55 698.0
2453097.74452 18.232 0.038 4.90 879.0
2453097.79936 18.396 0.052 6.12 780.0
2453097.81151 18.233 0.035 4.70 726.0
2453097.86475 18.239 0.030 4.01 639.0
2453097.91196 18.216 0.027 3.73 640.0
2453098.73465 18.250 0.040 4.74 936.0
2453098.79603 18.235 0.031 3.99 745.0
2453098.85588 18.251 0.026 3.26 675.0
2453098.87359 18.227 0.025 3.37 614.0
2453098.91180 18.342 0.027 3.18 603.0
2453099.71461 18.379 0.053 5.51 1063.0
2453099.77459 18.296 0.049 5.74 800.0
2453099.84118 18.207 0.039 5.32 814.0
2453099.87613 18.341 0.051 6.32 763.0
2453099.90942 18.293 0.045 5.61 718.0
2453100.73775 18.254 0.042 4.80 982.0
2453100.77321 18.258 0.035 4.06 856.0
2453100.82754 18.246 0.029 3.38 777.0
2453100.91212 18.204 0.031 3.98 787.0
2453101.73129 18.188 0.051 5.73 1229.0
2453101.81774 18.241 0.035 4.00 901.0
2453101.90752 18.259 0.033 3.93 822.0
2453102.70382 18.156 0.039 3.92 1400.0
2453102.79090 18.240 0.034 3.44 907.0
2453102.84966 18.268 0.034 3.65 901.0
2453102.90976 18.254 0.033 3.57 839.0
2453103.75327 18.311 0.047 5.03 1074.0
2453103.87918 18.222 0.033 3.71 854.0
2453104.72642 18.155 0.087 3.81 8103.0
2453106.79861 18.195 0.042 3.75 1473.0
2453107.75646 18.308 0.036 4.29 715.0
2453108.73620 18.162 0.027 3.36 774.0
2453109.76278 18.251 0.034 4.37 707.0
2453110.80225 18.207 0.031 3.86 796.0
2453111.83628 18.329 0.034 4.32 651.0
2453112.80956 18.253 0.027 3.94 527.0
2453113.84342 18.247 0.028 4.14 539.0
2453114.75355 18.262 0.028 3.45 622.0
2453115.83608 18.245 0.028 3.82 615.0
2453118.89759 18.339 0.040 4.79 771.0
2453122.88106 18.256 0.047 6.36 721.0
2453125.83765 18.325 0.046 5.96 703.0
2453126.86696 18.198 0.033 3.99 816.0
2453127.77252 18.249 0.034 3.55 869.0
2453128.79089 18.310 0.034 3.72 865.0
2453129.76558 18.266 0.038 3.87 961.0
2453131.65319 18.413 0.069 5.55 1539.0
2453134.73337 18.325 0.077 4.51 3002.0
2453134.85072 18.241 0.052 4.28 1907.0
2453135.83375 18.207 0.028 3.52 801.0
2453137.90936 18.134 0.033 4.30 1064.0
2453138.79360 18.262 0.029 3.92 643.0
2453139.83779 18.259 0.028 3.89 604.0
2453140.84520 18.287 0.034 4.59 614.0
2453142.73738 18.305 0.029 3.75 614.0
2453144.75800 18.225 0.031 4.48 592.0
2453146.73602 18.259 0.040 6.03 590.0
2453151.72026 18.221 0.037 5.67 585.0
2453152.72404 18.302 0.033 4.07 672.0
2453152.93738 18.385 0.054 5.61 1001.0
