2452125.64444 18.706 0.109 5.40 2755.0
2452128.57483 18.786 0.059 4.38 926.0
2452131.56969 18.683 0.046 3.52 970.0
2452134.67355 18.846 0.086 6.43 927.0
2452138.55016 18.766 0.071 5.60 844.0
2452143.52312 18.879 0.108 6.88 964.0
2452155.65016 18.681 0.106 7.21 1245.0
2452156.48926 18.860 0.071 4.86 1002.0
2452158.49758 18.744 0.064 5.08 897.0
2452158.54059 18.710 0.055 4.57 859.0
2452162.50709 18.757 0.070 5.09 939.0
2452168.54179 18.735 0.080 6.09 962.0
2452173.49982 18.635 0.080 6.41 1015.0
2452180.49846 18.784 0.083 4.60 1804.0
2452184.50305 18.780 0.096 6.79 1090.0
2452194.55717 18.742 0.076 5.23 1043.0
2452321.87593 18.766 0.090 5.73 1353.0
2452324.87803 18.745 0.062 4.16 1146.0
2452341.83451 18.819 0.082 4.43 1666.0
2452350.84760 18.761 0.055 4.03 1083.0
2452358.88707 18.661 0.064 5.19 1020.0
2452370.81535 18.715 0.063 5.13 953.0
2452381.81073 18.718 0.056 4.49 884.0
2452384.79319 18.744 0.063 4.79 997.0
2452388.85311 18.740 0.056 4.23 951.0
2452391.69565 18.662 0.096 5.85 1823.0
2452399.77684 18.699 0.042 3.23 868.0
2452399.78569 18.711 0.044 3.42 889.0
2452399.92776 18.826 0.058 3.97 1050.0
2452399.93076 18.651 0.052 3.91 1076.0
2452399.93365 18.748 0.058 3.96 1127.0
2452399.93660 18.788 0.061 3.76 1253.0
2452399.93974 18.849 0.073 3.74 1628.0
2452400.69352 18.749 0.064 4.93 1040.0
2452402.80844 18.718 0.053 3.99 1016.0
2452404.84541 18.707 0.048 3.55 954.0
2452414.86438 18.613 0.049 4.04 956.0
2452415.72643 18.606 0.068 5.68 1038.0
2452416.74862 18.745 0.066 4.92 995.0
2452417.72417 18.664 0.064 5.01 1052.0
2452424.76653 18.693 0.057 4.30 1014.0
2452426.67781 18.766 0.059 4.70 903.0
2452431.81215 18.676 0.051 4.15 912.0
2452433.73934 18.731 0.065 4.74 989.0
2452434.81238 18.759 0.057 3.91 1007.0
2452436.58511 18.762 0.064 4.23 1165.0
2452437.55430 18.801 0.126 7.92 1290.0
2452437.56312 18.818 0.118 7.43 1233.0
2452437.56574 18.684 0.110 7.90 1222.0
2452437.56835 18.894 0.123 7.38 1203.0
2452437.57098 18.704 0.111 7.76 1211.0
