2074.89472 17.712 0.032 11  0 A
2074.90334 17.636 0.030 11  0 A
2075.61108 17.694 0.039 11  0 A
2075.61969 17.683 0.035 11  0 A
2075.62828 17.681 0.038 11  0 A
2075.63690 17.663 0.037 11  0 A
2075.64553 17.621 0.034 11  0 A
2075.66516 17.784 0.037 11  0 A
2075.67375 17.630 0.034 11  0 A
2075.68236 17.671 0.030 11  0 A
2075.69099 17.670 0.032 11  0 A
2075.69963 17.656 0.031 11  0 A
2075.70822 17.673 0.033 11  0 A
2075.71725 17.642 0.032 11  0 A
2075.72650 17.666 0.035 11  0 A
2075.73510 17.650 0.035 11  0 A
2075.74367 17.697 0.036 11  0 A
2075.77047 17.660 0.037 11  0 A
2075.77907 17.737 0.039 11  0 A
2075.78765 17.672 0.040 11 40 A
2075.79652 17.645 0.038 11  0 A
2075.80514 17.646 0.034 11  0 A
2075.81375 17.667 0.036 11  0 A
2075.82236 17.660 0.033 11  0 A
2075.83093 17.629 0.033 11  0 A
2075.84358 17.670 0.033 11  0 A
2075.85218 17.649 0.035 11  0 A
2075.86080 17.686 0.037 11  0 A
2075.86939 17.645 0.042 11  0 A
2075.87794 17.669 0.035 11  0 A
2075.88654 17.640 0.038 11  0 A
2075.89544 17.619 0.045 11  0 A
2076.68960 17.670 0.036 11  0 A
2076.69822 17.661 0.036 11  0 A
2076.70684 17.661 0.036 11  0 A
2076.72033 17.697 0.036 11  0 A
2076.73029 17.653 0.042 11  0 A
2076.73910 17.649 0.033 11  0 A
2076.74787 17.639 0.047 11  0 A
2076.75661 17.704 0.039 11  0 A
2076.76539 17.630 0.041 11  0 A
2076.77417 17.680 0.039 11  0 A
2076.79006 17.676 0.033 11  0 A
2076.80142 17.650 0.036 11  0 A
2076.81414 17.710 0.045 11  0 A
2076.82663 17.719 0.036 11  0 A
2076.83536 17.655 0.032 11  0 A
2076.84411 17.650 0.037 11  0 A
2076.85283 17.634 0.033 11  0 A
2076.86160 17.674 0.037 11  0 A
2076.87031 17.608 0.040 11  0 A
2076.87962 17.664 0.038 11  0 A
2076.88836 17.637 0.040 11  0 A
2077.58633 17.710 0.039 11  0 A
2077.60692 17.609 0.033 11  0 A
2077.61760 17.716 0.038 11  0 A
2077.62853 17.668 0.031 11  0 A
2077.63729 17.602 0.026 11  0 A
2077.65017 17.669 0.026 11  0 A
2077.65894 17.650 0.025 11  0 A
2077.66767 17.659 0.025 11  0 A
2077.67639 17.683 0.024 11  0 A
2077.68859 17.646 0.026 11  0 A
2077.69738 17.658 0.024 11  0 A
2077.70615 17.679 0.028 11  0 A
2077.71491 17.665 0.029 11  0 A
2077.72365 17.624 0.026 11  0 A
2077.73240 17.668 0.029 11  0 A
2077.74219 17.668 0.040 11  0 A
2077.75096 17.683 0.034 11  0 A
2077.75976 17.654 0.028 11  0 A
2077.76851 17.662 0.029 11  0 A
2077.77725 17.662 0.032 11  0 A
2077.78938 17.658 0.028 11  0 A
2077.79809 17.655 0.030 11  0 A
2077.80684 17.691 0.029 11  0 A
2077.81563 17.635 0.026 11  0 A
2077.82438 17.667 0.029 11  0 A
2077.83314 17.675 0.034 11  0 A
2077.84225 17.663 0.032 11  0 A
2077.85098 17.654 0.038 11  0 A
2077.85974 17.647 0.039 11  0 A
2077.86848 17.712 0.034 11  0 A
2077.87716 17.714 0.037 11  0 A
2077.88592 17.647 0.036 11  0 A
2077.89489 17.660 0.038 11  0 A
2077.90367 17.714 0.046 11  0 A
2078.59219 17.699 0.036 11  0 A
2078.60094 17.621 0.034 11  0 A
2078.60971 17.624 0.034 11  0 A
2078.61844 17.690 0.036 11  0 A
2078.62721 17.675 0.035 11  0 A
2078.63599 17.639 0.032 11  0 A
2078.65637 17.653 0.027 11  0 A
2078.66510 17.653 0.025 11  0 A
2078.67388 17.686 0.026 11  0 A
2078.68263 17.671 0.031 11  0 A
2078.69140 17.663 0.029 11  0 A
2078.70013 17.635 0.030 11  0 A
2078.70979 17.668 0.029 11  0 A
2078.71872 17.666 0.028 11  0 A
2078.72744 17.613 0.024 11  0 A
2078.73619 17.660 0.029 11  0 A
2078.74492 17.620 0.028 11  0 A
2078.75368 17.650 0.031 11  0 A
2078.76672 17.639 0.031 11  0 A
2078.78557 17.680 0.031 11  0 A
2078.79435 17.669 0.031 11  0 A
2078.80310 17.674 0.032 11  0 A
2078.81185 17.664 0.032 11  0 A
2078.83791 17.642 0.032 11  0 A
2078.84667 17.677 0.037 11  0 A
2078.86497 17.595 0.034 11  0 A
2078.87365 17.664 0.043 11  0 A
2078.88240 17.748 0.043 11  0 A
2079.62222 17.664 0.040 11  0 A
2079.63097 17.682 0.045 11  0 A
2079.63977 17.706 0.037 11  0 A
2079.64852 17.693 0.033 11  0 A
2079.65727 17.698 0.032 11  0 A
2079.66603 17.601 0.031 11  0 A
2079.67583 17.657 0.028 11  0 A
2079.68456 17.679 0.030 11  0 A
2079.69331 17.679 0.033 11  0 A
2079.70202 17.638 0.031 11  0 A
2079.71077 17.753 0.034 11  0 A
2079.73364 17.673 0.031 11  0 A
2079.74242 17.649 0.032 11  0 A
2079.75116 17.679 0.034 11  0 A
2079.75986 17.639 0.029 11  0 A
2079.76862 17.706 0.031 11  0 A
2079.78392 17.689 0.031 11  0 A
2079.79604 17.692 0.033 11  0 A
2079.80478 17.662 0.033 11  0 A
2079.81356 17.649 0.038 11  0 A
2080.55559 17.651 0.025 11  0 A
2080.57005 17.649 0.026 11  0 A
2080.57875 17.668 0.026 11  0 A
2080.58749 17.642 0.024 11  0 A
2080.59620 17.634 0.025 11  0 A
2080.60494 17.642 0.026 11  0 A
2080.61368 17.717 0.031 11  0 A
2080.62838 17.631 0.027 11  0 A
2080.63716 17.652 0.027 11  0 A
2080.64591 17.632 0.027 11  0 A
2080.65470 17.701 0.030 11  0 A
2080.66342 17.679 0.028 11  0 A
2080.67809 17.628 0.026 11  0 A
2080.69972 17.659 0.031 11  0 A
2080.70845 17.649 0.029 11  0 A
2080.71720 17.638 0.029 11  0 A
2080.75097 17.629 0.025 11  0 A
2080.76345 17.634 0.026 11  0 A
2080.77774 17.628 0.026 11  0 A
2080.80314 17.710 0.030 11  0 A
2080.81348 17.601 0.029 11  0 A
2080.82227 17.681 0.036 11  0 A
2080.83101 17.678 0.035 11  0 A
2080.83969 17.740 0.038 11  0 A
2080.84846 17.724 0.043 11  0 A
2080.85724 17.771 0.052 11  0 A
2081.56920 17.687 0.029 11  0 A
2081.57910 17.691 0.029 11  0 A
2081.58783 17.655 0.029 11  0 A
2081.59848 17.662 0.028 11  0 A
2081.61801 17.637 0.029 11  0 A
2081.66077 17.671 0.030 11  0 A
2081.70219 17.657 0.029 11  0 A
2081.71103 17.679 0.030 11  0 A
2081.71987 17.622 0.030 11  0 A
2081.72859 17.654 0.030 11  0 A
2081.73731 17.675 0.031 11  0 A
2081.74607 17.680 0.030 11  0 A
2081.75688 17.626 0.029 11  0 A
2081.76567 17.661 0.030 11  0 A
2081.77442 17.635 0.029 11  0 A
2081.78318 17.646 0.032 11  0 A
2081.80125 17.685 0.033 11  0 A
2081.80999 17.664 0.028 11  0 A
2081.81875 17.677 0.029 11  0 A
2081.83077 17.657 0.031 11  0 A
2081.83952 17.658 0.028 11  0 A
2081.86475 17.658 0.028 11  0 A
2081.86834 17.671 0.028 11  0 A
2081.87962 17.585 0.033 11  0 A
2082.64280 17.710 0.035 11  0 A
2082.68513 17.639 0.028 11  0 A
2082.69589 17.674 0.030 11  0 A
2082.70523 17.655 0.030 11  0 A
2082.71402 17.750 0.033 11  0 A
2082.72649 17.679 0.032 11  0 A
2082.73821 17.659 0.031 11  0 A
2082.74694 17.660 0.030 11  0 A
2082.75565 17.630 0.029 11  0 A
2082.76677 17.661 0.028 11  0 A
2082.78348 17.621 0.028 11  0 A
2082.79222 17.666 0.028 11  0 A
2082.80097 17.651 0.029 11  0 A
2082.80971 17.669 0.029 11  0 A
2082.81847 17.665 0.028 11  0 A
2082.82723 17.663 0.028 11  0 A
2082.83972 17.647 0.029 11  0 A
2082.84849 17.650 0.031 11  0 A
2082.85727 17.672 0.032 11  0 A
2082.86602 17.681 0.033 11  0 A
2082.87479 17.708 0.036 11  0 A
2082.88358 17.721 0.037 11  0 A
2082.89623 17.733 0.039 11  0 A
2085.63080 17.689 0.041 11  0 A
2085.63939 17.681 0.040 11  0 A
2085.64798 17.681 0.039 11  0 A
2085.65662 17.651 0.038 11  0 A
2085.66521 17.673 0.038 11  0 A
2085.67382 17.688 0.036 11  0 A
2085.68505 17.707 0.042 11  0 A
2085.69361 17.709 0.040 11  0 A
2085.70221 17.647 0.041 11  0 A
2085.71082 17.670 0.041 11  0 A
2085.71953 17.660 0.041 11  0 A
2085.72816 17.584 0.038 11 40 A
2085.73794 17.683 0.037 11  0 A
2085.74656 17.683 0.039 11  0 A
2085.75876 17.633 0.038 11  0 A
2085.77536 17.668 0.037 11  0 A
2085.78478 17.637 0.044 11  0 A
2085.79494 17.676 0.038 11  0 A
2085.80353 17.597 0.039 11  0 A
2085.82598 17.733 0.042 11  0 A
2085.83456 17.668 0.034 11  0 A
2085.84315 17.654 0.040 11  0 A
2085.85175 17.684 0.050 11  0 A
2085.86037 17.831 0.058 11  0 A
2086.55481 17.694 0.034 11  0 A
2086.56343 17.634 0.029 11  0 A
2086.57202 17.665 0.029 11  0 A
2086.59175 17.610 0.029 11  0 A
2086.60037 17.645 0.030 11  0 A
2086.60899 17.664 0.029 11  0 A
2086.62829 99.999 9.999 11  0 A
2086.63691 99.999 9.999 11  0 A
2086.64548 99.999 9.999 11  0 A
2086.65410 99.999 9.999 11  0 A
2086.66270 99.999 9.999 11  0 A
2086.67132 99.999 9.999 11  0 A
2086.68306 99.999 9.999 11  0 A
2086.69161 99.999 9.999 11  0 A
2086.70018 99.999 9.999 11  0 A
2086.70878 99.999 9.999 11  0 A
2086.71745 99.999 9.999 11  0 A
2086.73088 17.616 0.032 11  0 A
2086.73953 17.659 0.031 11  0 A
2086.74814 17.679 0.030 11  0 A
2086.75675 17.658 0.030 11  0 A
2086.76535 17.635 0.030 11  0 A
2086.77865 17.654 0.029 11  0 A
2086.78727 17.657 0.031 11  0 A
2086.79592 17.662 0.032 11  0 A
2086.80830 17.673 0.034 11  0 A
2086.81687 17.631 0.034 11  0 A
2086.82549 17.626 0.034 11  0 A
2086.83795 17.714 0.038 11  0 A
2086.84658 17.784 0.044 11  0 A
2086.85519 17.691 0.047 11  0 A
2086.86379 17.713 0.046 11  0 A
2087.56046 17.616 0.026 11  0 A
2087.60209 17.668 0.026 11  0 A
2087.61082 17.602 0.025 11  0 A
2087.61954 17.686 0.027 11  0 A
2087.62827 17.615 0.027 11  0 A
2087.63703 17.653 0.028 11  0 A
2087.64578 17.640 0.026 11  0 A
2087.65476 17.675 0.028 11  0 A
2087.66352 17.707 0.029 11  0 A
2087.67559 17.653 0.028 11  0 A
2087.68432 17.635 0.028 11  0 A
2087.69371 17.669 0.028 11  0 A
2087.71116 17.656 0.027 11  0 A
2087.71993 17.633 0.025 11  0 A
2087.72870 17.681 0.026 11  0 A
2087.73750 17.659 0.026 11  0 A
2087.74628 17.710 0.030 11  0 A
2087.75502 17.618 0.025 11  0 A
2087.76551 17.611 0.023 11  0 A
2087.77426 17.644 0.024 11  0 A
2087.78301 17.720 0.025 11  0 A
2087.79175 17.640 0.025 11  0 A
2087.80049 17.614 0.024 11  0 A
2087.80924 17.665 0.027 11  0 A
2087.81847 17.633 0.026 11  0 A
2087.82720 17.653 0.029 11  0 A
2087.83596 17.700 0.034 11  0 A
2087.84471 17.695 0.032 11  0 A
2087.85346 17.676 0.033 11  0 A
2087.86218 17.653 0.031 11  0 A
2088.55786 17.694 0.037 11  0 A
2088.56977 17.637 0.034 11  0 A
2088.57851 17.625 0.033 11  0 A
2088.58730 17.678 0.032 11  0 A
2088.59609 17.657 0.032 11  0 A
2088.60499 17.646 0.036 11  0 A
2088.61378 17.636 0.031 11  0 A
2088.62254 17.654 0.031 11  0 A
2088.63134 17.632 0.032 11  0 A
2088.64161 17.670 0.030 11  0 A
2088.65041 17.654 0.030 11  0 A
2088.65917 17.649 0.029 11  0 A
2088.66797 17.627 0.028 11  0 A
2088.67912 17.653 0.029 11  0 A
2088.68842 99.999 9.999 11  0 A
2088.69713 17.607 0.029 11  0 A
2088.70588 99.999 9.999 11  0 A
2088.71463 17.636 0.034 11  0 A
2088.72469 17.709 0.033 11  0 A
2088.73859 17.643 0.029 11  0 A
2088.74735 17.658 0.030 11  0 A
2088.75608 17.681 0.031 11  0 A
2088.76481 17.678 0.036 11  0 A
2088.77668 17.648 0.030 11  0 A
2088.78548 17.618 0.030 11  0 A
2088.79423 17.660 0.035 11  0 A
2088.80301 17.699 0.042 11  0 A
2088.81180 17.692 0.037 11  0 A
2088.82055 17.711 0.040 11  0 A
2088.82971 17.649 0.033 11  0 A
2088.83843 17.665 0.040 11  0 A
2088.84722 17.687 0.044 11  0 A
2089.61034 17.706 0.039 11  0 A
2089.61908 17.593 0.032 11  0 A
2089.62781 17.669 0.032 11  0 A
2089.63654 17.856 0.044 11  0 A
2089.64530 17.699 0.034 11  0 A
2089.65445 17.684 0.031 11  0 A
2090.64245 17.681 0.039 11  0 A
2090.65125 17.704 0.035 11  0 A
2090.66119 17.665 0.029 11  0 A
2090.66997 17.643 0.032 11  0 A
2090.67890 17.646 0.035 11  0 A
2090.70715 17.667 0.039 11  0 A
2090.71589 17.656 0.039 11  0 A
2090.72461 17.647 0.038 11  0 A
2090.73332 17.674 0.039 11  0 A
2090.74206 17.651 0.034 11  0 A
2090.75084 17.742 0.049 11  0 A
2090.76041 17.639 0.030 11  0 A
2090.76914 17.658 0.032 11  0 A
2090.77788 17.659 0.032 11  0 A
2090.78664 17.652 0.030 11  0 A
2090.79543 17.607 0.026 11  0 A
2090.80420 17.655 0.029 11  0 A
2090.81627 17.663 0.036 11  0 A
2090.82501 17.662 0.048 11  0 A
2090.83936 17.698 0.046 11  0 A
2091.58676 17.655 0.034 11  0 A
2091.59555 17.643 0.028 11  0 A
2091.60431 17.602 0.029 11  0 A
2091.61502 17.690 0.029 11  0 A
2091.63115 17.647 0.027 11  0 A
2091.65270 17.674 0.028 11  0 A
2091.66227 17.687 0.029 11  0 A
2091.67098 17.656 0.028 11  0 A
2091.68033 17.643 0.030 11  0 A
2091.68916 17.677 0.030 11  0 A
2091.69790 17.698 0.031 11  0 A
2091.70666 17.667 0.029 11  0 A
2091.71565 17.669 0.030 11  0 A
2091.72437 17.660 0.028 11  0 A
2091.73309 17.648 0.029 11  0 A
2091.74185 17.674 0.028 11  0 A
2091.75063 17.635 0.026 11  0 A
2091.76173 17.738 0.033 11  0 A
2091.77465 17.641 0.027 11  0 A
2091.78342 17.690 0.030 11  0 A
2091.79215 17.664 0.026 11  0 A
2091.80094 17.660 0.028 11  0 A
2091.80969 17.675 0.029 11  0 A
2091.81846 17.659 0.031 11  0 A
2091.82741 17.660 0.030 11  0 A
2091.83661 17.632 0.031 11  0 A
2091.84537 17.647 0.031 11  0 A
2091.85414 17.665 0.033 11  0 A
2091.86285 17.637 0.034 11  0 A
2091.87157 17.680 0.036 11  0 A
2092.64416 17.628 0.029 11  0 A
2092.65296 17.614 0.028 11  0 A
2092.66173 17.656 0.030 11  0 A
2092.67328 17.662 0.033 11  0 A
2092.68206 17.682 0.033 11  0 A
2092.69081 17.680 0.030 11  0 A
2092.69959 17.695 0.032 11  0 A
2092.70837 17.651 0.029 11  0 A
2092.71714 17.657 0.032 11  0 A
2092.73240 17.626 0.027 11  0 A
2092.74117 17.646 0.031 11  0 A
2092.75175 17.653 0.031 11  0 A
2092.76047 17.646 0.032 11  0 A
2092.76922 17.752 0.038 11  0 A
2092.77798 17.655 0.037 11  0 A
2092.78672 17.682 0.040 11  0 A
2092.79724 17.690 0.036 11  0 A
2092.80598 17.649 0.040 11  0 A
2092.81470 17.682 0.039 11  0 A
2092.82988 17.697 0.050 11  0 A
2101.55169 17.705 0.036 11  0 A
2101.56043 17.709 0.033 11  0 A
2101.56917 17.689 0.031 11  0 A
2101.57793 17.645 0.031 11  0 A
2101.58661 17.669 0.032 11  0 A
2101.59540 17.681 0.035 11  0 A
2101.60995 17.648 0.035 11  0 A
2101.61873 17.693 0.032 11  0 A
2101.62751 17.660 0.028 11  0 A
2101.63626 17.659 0.029 11  0 A
2101.64495 17.658 0.030 11  0 A
2101.65437 17.704 0.030 11  0 A
2101.66334 17.629 0.030 11  0 A
2101.67209 17.652 0.030 11  0 A
2101.68084 17.652 0.031 11  0 A
2101.68958 17.671 0.035 11  0 A
2101.69833 17.669 0.033 11  0 A
2101.70706 17.707 0.035 11  0 A
2101.72427 17.664 0.034 11  0 A
2101.73964 17.665 0.034 11  0 A
2101.75822 17.680 0.041 11  0 A
2101.76695 17.666 0.037 11  0 A
2101.77573 17.703 0.034 11  0 A
2101.78446 17.703 0.040 11  0 A
2102.53609 17.699 0.028 11  0 A
2102.54486 17.671 0.027 11  0 A
2102.55544 17.734 0.030 11  0 A
2102.56419 17.706 0.033 11  0 A
2102.57994 17.712 0.032 11  0 A
2102.58872 17.684 0.029 11  0 A
2102.59745 17.631 0.029 11  0 A
2102.60623 17.688 0.031 11  0 A
2102.61496 17.657 0.028 11  0 A
2102.62375 17.654 0.029 11  0 A
2102.63307 17.718 0.030 11  0 A
2102.64183 17.658 0.027 11  0 A
2102.65119 17.727 0.025 11  0 A
2103.50001 17.622 0.029 11  0 A
2103.50874 17.673 0.033 11  0 A
2103.51923 17.695 0.033 11  0 A
2103.52796 17.634 0.029 11  0 A
2103.53673 17.626 0.030 11  0 A
2103.54544 17.686 0.026 11  0 A
2103.55418 17.675 0.029 11  0 A
2103.56289 17.695 0.029 11  0 A
2103.57481 17.686 0.027 11  0 A
2103.58359 17.633 0.026 11  0 A
2103.59235 17.664 0.026 11  0 A
2103.60111 17.672 0.023 11  0 A
2103.61052 17.606 0.020 11  0 A
2103.61929 17.653 0.023 11  0 A
2103.62804 17.645 0.023 11  0 A
2103.63674 17.681 0.022 11  0 A
2103.64607 17.676 0.024 11  0 A
2103.65481 17.665 0.024 11  0 A
2103.66471 17.705 0.025 11  0 A
2103.67354 17.659 0.025 11  0 A
2103.68224 99.999 9.999 11  0 A
2103.72327 17.742 0.033 11  0 A
2103.73207 17.656 0.029 11  0 A
2103.74082 17.677 0.033 11  0 A
2103.74956 17.695 0.035 11  0 A
2103.75834 17.723 0.033 11  0 A
2103.76706 17.679 0.029 11  0 A
2103.77580 17.662 0.026 11  0 A
2103.78454 17.620 0.025 11  0 A
2103.79328 17.661 0.025 11  0 A
2105.50627 17.667 0.036 11  0 A
2105.51998 17.530 0.032 11 40 A
2105.52902 17.695 0.035 11  0 A
2105.53777 17.739 0.035 11  0 A
2105.54651 17.694 0.033 11  0 A
2105.55524 17.724 0.036 11  0 A
2105.56644 17.645 0.031 11  0 A
2105.57518 17.659 0.028 11  0 A
2105.58396 17.646 0.026 11  0 A
2105.59270 17.680 0.027 11  0 A
2105.60219 17.713 0.027 11  0 A
2105.61152 17.670 0.026 11  0 A
2105.62059 17.638 0.024 11  0 A
2105.63243 17.658 0.024 11  0 A
2105.64325 17.644 0.023 11  0 A
2105.65200 17.709 0.024 11  0 A
2105.65546 17.665 0.024 11  0 A
2105.66455 17.682 0.026 11  0 A
2105.67330 17.687 0.026 11  0 A
2105.68205 17.631 0.026 11  0 A
2105.69079 17.650 0.023 11  0 A
2105.69956 17.660 0.023 11  0 A
2105.70830 17.641 0.023 11  0 A
2105.71445 17.681 0.024 11  0 A
2105.72470 17.633 0.023 11  0 A
2105.73342 17.662 0.027 11  0 A
2105.74216 17.662 0.027 11  0 A
2105.75092 17.616 0.025 11  0 A
2105.75966 17.684 0.030 11  0 A
2105.76845 17.675 0.030 11  0 A
2105.77758 17.664 0.031 11  0 A
2105.78631 17.642 0.031 11  0 A
2105.79509 17.741 0.042 11  0 A
2105.80391 17.677 0.040 11  0 A
2106.59545 17.654 0.031 11  0 A
2106.60510 17.691 0.029 11  0 A
2106.61431 17.730 0.034 11  0 A
2106.62309 17.696 0.035 11  0 A
2106.63185 17.664 0.034 11  0 A
2106.64136 17.669 0.031 11  0 A
2106.65011 17.696 0.035 11  0 A
2106.65890 17.641 0.034 11  0 A
2106.66795 17.656 0.030 11  0 A
2106.67673 17.650 0.028 11  0 A
2106.68548 17.674 0.031 11  0 A
2106.69416 17.607 0.031 11  0 A
2106.70292 17.645 0.030 11  0 A
2106.71833 17.650 0.030 11  0 A
2106.72710 17.687 0.030 11  0 A
2106.73584 17.645 0.036 11  0 A
2106.74459 17.649 0.033 11  0 A
2106.75329 17.654 0.037 11  0 A
2106.76205 17.653 0.037 11  0 A
2111.51213 17.649 0.033 11  0 A
2111.52090 17.633 0.036 11  0 A
2111.52964 17.672 0.039 11  0 A
2111.53837 17.651 0.039 11  0 A
2111.54716 17.746 0.040 11  0 A
2111.55592 17.697 0.040 11  0 A
2111.56516 17.713 0.040 11  0 A
2111.57389 17.669 0.040 11  0 A
2111.58270 17.709 0.039 11  0 A
2111.59143 17.675 0.039 11  0 A
2111.60019 17.685 0.038 11  0 A
2111.60890 17.641 0.031 11  0 A
2111.61805 17.720 0.046 11  0 A
2111.62740 17.682 0.042 11  0 A
2111.63618 17.604 0.045 11  0 A
2111.64495 17.637 0.043 11  0 A
2111.65372 17.678 0.035 11  0 A
2111.66244 17.621 0.034 11  0 A
2111.67165 17.630 0.036 11  0 A
2111.68039 17.708 0.037 11  0 A
2111.68915 17.740 0.042 11  0 A
2111.69788 17.661 0.042 11  0 A
2111.70662 17.642 0.036 11  0 A
2111.71539 17.668 0.039 11  0 A
2111.72470 17.659 0.039 11  0 A
2111.73343 17.690 0.046 11  0 A
2111.74216 17.644 0.043 11  0 A
2111.75092 17.650 0.034 11  0 A
2112.50470 17.655 0.031 11  0 A
2112.51432 17.674 0.035 11  0 A
2112.52732 17.722 0.036 11  0 A
2112.53610 17.671 0.033 11  0 A
2112.55565 17.737 0.036 11  0 A
2112.56437 17.745 0.037 11  0 A
2112.57867 17.710 0.034 11  0 A
2112.58742 17.701 0.029 11  0 A
2112.60076 17.680 0.027 11  0 A
2112.60949 17.670 0.027 11  0 A
2112.61827 17.723 0.027 11  0 A
2112.62699 17.695 0.028 11  0 A
2112.63574 17.686 0.029 11  0 A
2112.64457 17.723 0.028 11  0 A
2112.66642 17.732 0.028 11  0 A
2112.67518 17.681 0.026 11  0 A
2112.68392 17.690 0.028 11  0 A
2112.69269 17.652 0.027 11  0 A
2112.70281 17.704 0.032 11  0 A
2112.71181 17.719 0.031 11  0 A
2112.72057 17.658 0.029 11  0 A
2112.72933 17.686 0.030 11  0 A
2112.73812 17.703 0.029 11  0 A
2112.74686 17.740 0.030 11  0 A
2112.75627 17.694 0.029 11  0 A
2113.51586 17.739 0.046 11  0 A
2113.52462 17.743 0.045 11  0 A
2113.53337 17.760 0.048 11  0 A
2113.54266 17.731 0.045 11  0 A
2113.55143 17.655 0.040 11  0 A
2113.56017 17.617 0.035 11  0 A
2113.56887 17.727 0.038 11  0 A
2113.57759 17.656 0.035 11  0 A
2113.58635 17.765 0.035 11  0 A
2113.59562 17.731 0.038 11  0 A
2113.60437 17.716 0.049 11  0 A
2113.61311 17.655 0.038 11  0 A
2113.62217 17.664 0.040 11  0 A
2113.63092 17.627 0.035 11  0 A
2113.63966 17.658 0.038 11  0 A
2113.64918 17.757 0.039 11  0 A
2113.65796 17.671 0.037 11  0 A
2113.71536 17.718 0.038 11  0 A
2113.72413 17.631 0.035 11  0 A
2113.73287 17.685 0.038 11  0 A
2113.74161 17.673 0.038 11  0 A
2113.75035 17.698 0.033 11  0 A
2113.75910 17.751 0.044 11  0 A
2113.76831 17.664 0.042 11  0 A
2113.77707 17.657 0.043 11  0 A
2114.69378 17.668 0.035 11  0 A
2114.70253 17.725 0.041 11  0 A
2114.71130 17.666 0.040 11  0 A
