2452126.68831 19.015 0.146
2452130.48027 18.815 0.058
2452133.50695 18.733 0.054
2452136.62818 18.821 0.070
2452141.61888 18.809 0.072
2452144.70006 18.837 0.063
2452160.65804 18.733 0.089
2452170.60046 18.584 0.056
2452179.49874 18.719 0.089
2452189.49383 18.966 0.108
2452333.89967 18.825 0.072
2452337.80634 18.782 0.068
2452349.82474 18.829 0.066
2452357.81787 18.856 0.072
2452365.89240 18.741 0.065
2452373.77287 18.838 0.068
2452405.85261 18.697 0.051
2452464.76393 18.735 0.048
2452708.89866 18.621 0.053
2452850.63100 18.726 0.048
2452858.75832 18.701 0.068
2453059.84458 18.766 0.060
2453064.85975 18.735 0.062
2453068.81312 18.788 0.066
2453070.89837 18.736 0.054
2453073.85078 18.872 0.059
2453075.88540 18.800 0.056
2453080.79797 18.722 0.060
2453083.75223 18.826 0.060
2453085.84880 18.700 0.047
2453087.77649 18.820 0.068
2453089.82346 18.779 0.044
2453091.87772 18.832 0.050
2453097.80260 18.869 0.087
2453099.88918 18.722 0.099
2453100.92199 18.712 0.067
2453101.79051 18.708 0.063
2453102.88899 18.852 0.064
2453106.88638 18.800 0.075
2453107.87684 18.706 0.066
2453109.81382 18.830 0.051
2453110.88048 18.767 0.049
2453112.87972 18.744 0.053
2453113.89102 18.671 0.053
2453114.82138 18.731 0.048
2453115.88183 18.788 0.053
2453116.86222 18.756 0.061
2453124.75393 18.867 0.084
2453126.69349 18.812 0.052
2453127.85986 18.707 0.059
2453128.85966 18.697 0.068
2453130.66266 18.711 0.076
2453130.73866 18.777 0.064
2453130.85415 18.676 0.071
2453131.70503 18.766 0.073
2453134.87410 18.850 0.111
2453137.75604 18.813 0.065
2453138.64140 18.774 0.062
2453138.76242 18.692 0.050
2453139.92872 18.868 0.060
2453142.80943 18.774 0.051
2453144.82648 18.654 0.046
2453146.86874 18.731 0.050
2453151.79709 18.677 0.061
2453152.79866 18.813 0.067
2453154.88492 18.879 0.092
2453156.85360 18.696 0.058
2453157.86109 18.873 0.083
2453158.87138 18.677 0.065
2453162.83504 18.641 0.053
2453163.79421 18.857 0.061
2453164.78280 18.739 0.046
2453165.69560 18.649 0.043
2453167.63471 18.642 0.088
2453168.84732 18.905 0.059
2453169.81405 18.725 0.061
2453170.63158 18.802 0.041
2453171.76964 18.578 0.036
2453171.89518 18.750 0.054
2453172.79401 18.666 0.045
2453173.83140 18.903 0.076
2453174.75047 18.727 0.046
2453175.76093 18.720 0.043
2453175.83674 18.744 0.053
2453177.80596 18.666 0.069
2453179.54162 18.865 0.055
2453180.76559 18.769 0.042
2453182.82571 18.736 0.054
2453183.78468 18.753 0.064
2453184.73927 18.801 0.053
2453185.67036 18.676 0.048
2453193.58951 18.993 0.062
2453194.53996 18.769 0.065
2453194.78046 18.694 0.051
2453195.53964 18.802 0.052
2453196.73311 18.803 0.058
2453197.56375 18.651 0.044
2453199.67171 18.832 0.053
2453201.53261 18.554 0.043
2453202.66035 18.656 0.050
2453203.57687 18.635 0.038
2453204.61062 18.836 0.047
2453205.67399 18.747 0.045
2453206.75927 18.717 0.064
2453210.49383 18.793 0.060
2453211.64910 18.623 0.048
2453217.68990 18.762 0.060
2453218.68891 18.767 0.069
2453223.69287 18.954 0.085
2453224.73742 18.915 0.075
2453228.63876 18.777 0.057
2453230.70864 18.660 0.050
2453231.61197 19.009 0.074
2453232.64547 18.876 0.064
2453238.66028 18.723 0.056
2453240.50942 18.828 0.062
2453241.69300 18.948 0.116
2453245.59627 18.860 0.082
2453247.48332 18.811 0.062
2453249.58965 18.918 0.081
2453250.69668 18.990 0.107
2453254.55042 18.790 0.081
2453257.49480 18.719 0.054
2453265.51658 18.747 0.073
2453267.56721 18.762 0.061
2453272.62783 18.707 0.079
2453277.53924 18.785 0.063
2453282.51697 18.656 0.050
2453295.56222 18.790 0.038
2453300.54959 18.794 0.084
2453418.88072 18.693 0.046
2453423.85493 18.815 0.062
2453426.90339 18.666 0.065
2453429.88762 18.958 0.084
2453436.84476 18.819 0.064
2453443.79998 18.730 0.044
2453445.84299 18.707 0.038
2453447.89149 18.742 0.061
2453449.90868 18.807 0.053
2453453.81085 18.763 0.065
2453455.87075 18.950 0.073
2453456.87923 18.707 0.052
2453457.87372 18.799 0.051
2453459.86466 18.792 0.052
2453467.91802 18.936 0.056
2453470.90610 18.715 0.050
2453472.81596 18.790 0.044
2453473.89754 18.668 0.056
2453474.89956 18.635 0.051
2453475.89508 18.788 0.042
2453477.91082 18.871 0.057
2453479.78143 18.741 0.038
2453480.91036 18.935 0.062
2453482.91325 18.866 0.059
2453496.76913 18.828 0.071
2453497.87035 18.753 0.055
2453499.76360 18.752 0.041
2453500.85052 18.809 0.050
2453502.66636 18.771 0.050
2453503.81908 18.916 0.059
2453506.76631 18.660 0.045
2453508.88265 18.716 0.073
2453509.68003 18.828 0.071
2453510.92054 18.713 0.052
2453511.85509 18.603 0.046
2453512.86525 18.837 0.074
2453517.72463 18.581 0.075
2453520.86883 18.907 0.068
2453521.68170 18.782 0.044
2453522.79025 18.717 0.053
2453523.82437 18.787 0.049
2453524.82478 18.779 0.056
2453525.89986 18.727 0.056
2453528.60313 18.764 0.049
2453530.82277 18.741 0.041
2453537.79056 18.633 0.047
2453538.71639 18.752 0.050
2453540.77006 18.787 0.057
2453544.77908 18.997 0.070
2453547.78269 18.719 0.060
2453550.79605 18.631 0.041
2453551.79081 18.835 0.049
2453552.80996 18.546 0.053
2453553.78967 18.999 0.089
2453554.81179 18.927 0.075
2453555.80133 18.693 0.072
2453556.71365 18.774 0.051
2453558.59769 18.604 0.052
